,A,B,C,G,R,X6,X8,Class
2094,21,636.68,599.8,88.26,123,12.1951,0.1745,F
2095,14,626.75,599.8,88.26,115,15.6522,0.2081,F
2096,14,624.36,609.8,92.34,28,67.8571,0.1741,F
2097,16,638.05,619.79,89.58,38,81.5789,0.1363,F
2098,17,649.1,619.79,85.74,116,31.8966,0.3151,F
2099,15,634.68,599.8,85.74,72,43.0556,0.2801,F
2100,18,633.79,599.8,89.58,53,50.9434,0.1403,F
2101,19,644.79,629.79,89.58,35,48.5714,0.282,F
2102,16,642.51,619.79,88.26,69,21.7391,0.3537,F
2103,15,639.34,619.79,86.99,94,72.3404,0.139,F
2104,12,624.68,599.8,86.99,116,51.7241,0.1779,F
2105,11,625.44,599.8,89.58,61,42.623000000000005,0.1738,F
2106,10,641.38,609.8,89.58,62,64.5161,0.1417,F
2107,12,644.79,619.79,89.58,42,52.381,0.141,F
2108,13,641.56,619.79,89.58,36,50.0,0.3464,F
2109,14,633.92,609.8,89.58,68,44.1176,0.1372,F
2110,13,619.58,589.8,89.58,76,26.3158,0.1404,F
2111,11,629.79,409.86,58.27,6615,81.0128,0.247,F
2112,11,772.45,409.86,57.16,6979,81.4013,0.1749,F
2113,9,940.02,779.74,55.57,6371,70.0989,0.2128,F
2114,9,931.02,779.74,56.09,5731,87.87299999999999,0.2148,F
2115,11,886.16,719.76,54.56,5416,71.7319,0.2184,F
2116,10,874.4,719.76,54.56,7531,81.3039,0.2144,F
2117,10,918.36,759.75,57.16,6634,87.9409,0.2178,F
2118,11,908.41,749.75,56.09,5882,78.6977,0.2131,F
2119,11,866.38,729.76,56.09,5749,63.6459,0.2099,F
2120,10,873.46,729.76,58.27,4214,76.934,0.2147,F
2121,11,923.69,789.74,54.07,4509,82.169,0.2165,F
2122,10,887.52,699.77,58.27,4005,90.5618,0.2465,F
2123,10,871.27,699.77,57.71,4017,82.1011,0.2152,F
2124,9,874.08,709.76,57.71,4253,86.0569,0.2145,F
2125,10,863.05,709.76,60.63,4927,85.5896,0.2107,F
2126,10,903.89,729.76,57.16,5986,92.1316,0.1784,F
2127,10,913.24,679.77,57.16,4099,91.2418,0.1766,F
2128,13,860.62,679.77,57.71,5945,73.0025,0.2465,F
2129,11,855.78,729.76,57.71,4874,77.2466,0.2125,F
2130,12,848.2,699.77,59.43,4799,89.6854,0.2144,F
2131,12,833.25,679.77,55.06,6606,58.9464,0.2118,F
2132,12,862.74,679.77,55.06,6433,67.2159,0.2107,F
2133,12,850.63,709.76,59.43,3701,88.3545,0.2138,F
2134,12,850.02,709.76,56.09,5102,81.3995,0.2139,F
2135,13,874.08,729.76,56.09,6376,71.032,0.2145,F
2136,11,846.69,709.76,56.62,6590,67.4203,0.2505,F
2137,11,866.07,709.76,56.62,6128,71.1978,0.2099,F
2138,12,880.96,739.75,58.27,6165,95.5393,0.2128,F
2139,13,853.96,709.76,58.27,7176,92.4889,0.2129,F
2140,13,845.78,709.76,58.27,5620,94.1281,0.215,F
2141,12,862.74,719.76,57.16,6240,78.6699,0.2459,F
2142,12,863.05,719.76,57.16,5759,86.9943,0.2458,F
2143,11,860.62,679.77,57.71,5288,82.205,0.2465,F
2144,11,859.71,679.77,57.71,4013,74.9066,0.2467,F
2145,12,852.14,709.76,56.62,3935,76.8234,0.2134,F
2146,12,891.89,709.76,56.62,4197,74.4103,0.2102,F
2147,12,906.79,809.73,57.16,2782,64.6657,0.2134,F
2148,12,855.78,709.76,60.63,3717,82.4052,0.2479,F
2149,12,823.25,709.76,60.63,4042,89.7575,0.2501,F
2150,12,808.87,719.76,63.85,3132,94.2529,0.2473,F
2151,12,845.01,719.76,57.16,5365,91.0904,0.2088,F
2152,11,880.96,699.77,56.62,6359,75.7981,0.2483,F
2153,12,865.17,699.77,56.62,6785,60.8548,0.2102,F
2154,12,854.13,379.87,60.63,5801,96.1731,0.2066,F
2155,15,853.05,739.75,60.63,4243,94.0137,0.1776,F
2156,19,825.61,719.76,58.84,3345,89.417,0.2494,F
2157,20,837.66,709.76,58.84,5745,89.2428,0.2107,F
2158,18,845.01,709.76,58.84,4706,82.3842,0.2436,F
2159,18,786.31,699.77,62.52,1900,80.4737,0.2907,F
2160,22,744.5,379.87,72.31,1086,79.0055,0.2686,F
2161,20,751.33,689.77,72.31,1054,91.0816,0.2452,F
2162,19,761.06,689.77,70.61,1450,94.1379,0.242,F
2163,19,782.44,699.77,66.69,2148,86.7318,0.2763,F
2164,19,784.74,709.76,66.69,2429,85.7143,0.2478,F
2165,18,817.67,709.76,60.02,4227,87.4379,0.1799,F
2166,17,857.9,709.76,60.02,4621,95.0011,0.2473,F
2167,20,825.9,719.76,62.52,3548,90.1071,0.2137,F
2168,20,827.15,719.76,62.52,3101,92.2283,0.2073,F
2169,18,840.9,719.76,61.24,4291,75.3204,0.2448,F
2170,16,833.72,379.87,61.24,4609,91.0827,0.2399,F
2171,19,852.44,719.76,61.24,3969,97.027,0.2133,F
2172,20,843.15,389.87,62.52,4077,95.585,0.2033,F
2173,20,858.2,729.76,61.88,4632,99.1796,0.2119,F
2174,20,837.07,729.76,58.84,5013,72.6112,0.2108,F
2175,17,835.9,709.76,56.09,6540,78.8226,0.2111,F
2176,15,885.46,719.76,56.09,5786,76.1666,0.2396,F
2177,16,871.27,729.76,57.71,4185,63.0346,0.2152,F
2178,16,865.77,729.76,60.63,4097,76.5682,0.245,F
2179,17,890.64,759.75,60.63,3442,96.8042,0.2456,F
2180,18,891.89,779.74,59.43,4088,98.6546,0.2102,F
2181,16,896.26,779.74,59.43,2869,97.5601,0.2441,F
2182,15,869.71,379.87,58.84,3021,84.5415,0.2439,F
2183,17,882.21,719.76,58.84,3254,81.5304,0.248,F
2184,18,870.02,749.75,60.02,3413,69.5869,0.2514,F
2185,18,841.48,369.88,58.27,5161,52.548,0.2447,F
2186,18,880.33,749.75,58.27,4759,66.7577,0.213,F
2187,17,893.76,389.87,58.27,4392,88.2514,0.2448,F
2188,18,900.01,739.75,58.27,5247,92.7006,0.2431,F
2189,18,876.37,739.75,57.16,4947,73.7821,0.242,F
2190,18,886.98,719.76,57.16,5521,76.852,0.2392,F
2191,19,903.14,729.76,60.02,4017,90.3162,0.2422,F
2192,19,866.98,729.76,60.63,3665,86.5757,0.2097,F
2193,20,864.56,729.76,58.84,4018,87.1578,0.2454,F
2194,19,872.13,389.87,61.24,3148,96.1245,0.2432,F
2195,20,874.71,719.76,60.63,3774,93.7467,0.2501,F
2196,18,882.13,719.76,56.62,4691,91.3878,0.2405,F
2197,17,906.26,739.75,56.62,4469,85.1421,0.2414,F
2198,20,870.62,709.76,58.27,4867,82.9669,0.2088,F
2199,19,865.01,379.87,57.16,4597,70.2632,0.272,F
2200,18,882.83,729.76,57.16,4340,87.8341,0.2478,F
2201,19,877.83,729.76,55.57,4950,70.9293,0.2136,F
2202,19,869.4,729.76,55.57,4699,82.2303,0.2157,F
2203,18,875.65,709.76,60.02,4678,91.8341,0.2141,F
2204,18,871.9,709.76,60.63,3893,91.0866,0.2509,F
2205,20,862.84,739.75,59.43,4897,78.7829,0.2535,F
2206,17,864.12,729.76,59.43,5197,73.5039,0.2042,F
2207,16,849.41,709.76,58.84,4484,76.8287,0.2141,F
2351,8,878.77,689.77,56.62,6977,55.898,0.2489,F
2352,7,916.15,789.74,59.43,2499,84.1937,0.2113,F
2353,7,899.08,749.75,58.27,3563,85.6582,0.2086,F
2354,7,800.02,659.78,58.27,4237,81.1187,0.25,F
2355,7,745.8,639.79,63.85,1921,68.9745,0.1764,F
2356,9,794.46,649.78,63.18,4157,80.611,0.2098,F
2357,9,814.01,629.79,63.18,4581,79.8734,0.2457,F
2358,9,770.55,609.8,63.85,4600,66.8261,0.2455,F
2359,10,707.51,609.8,64.54,3475,47.1079,0.1413,F
2360,10,741.86,639.79,64.54,2025,51.358000000000004,0.2483,F
2361,9,810.02,699.77,63.85,2400,69.625,0.2469,F
2362,8,848.2,709.76,60.02,2955,54.9915,0.2501,F
2363,10,847.6,669.78,58.84,4741,48.1966,0.2145,F
2364,8,850.3,669.78,58.84,5399,55.8252,0.2421,F
2365,8,851.53,749.75,61.88,3224,85.1737,0.2491,F
2366,7,860.02,759.75,61.24,3332,86.1645,0.2467,F
2367,8,847.29,689.77,60.63,3763,93.6487,0.2504,F
2368,8,844.87,689.77,60.63,4071,82.9526,0.2152,F
2369,9,843.66,689.77,61.88,4027,81.0777,0.2514,F
2370,9,853.83,689.77,61.88,3271,91.5316,0.2411,F
2371,8,812.01,639.79,60.63,5701,43.9046,0.2463,F
2372,9,800.88,639.79,60.63,6044,38.0708,0.2141,F
2373,8,799.73,669.78,60.63,3714,48.5191,0.1429,F
2374,8,828.84,639.79,60.02,7461,39.6596,0.1774,F
2375,10,810.59,359.88,58.27,18529,85.1746,0.141,F
2376,9,690.25,359.88,58.27,10219,46.0515,0.3105,F
2377,8,660.46,589.8,63.85,3514,33.2385,0.2065,F
2378,8,697.08,599.8,62.52,6177,32.1677,0.1749,F
2379,10,770.3,519.83,41.11,14237,54.6112,0.3606,F
2380,10,867.21,519.83,41.11,71015,66.9042,0.2162,F
2381,9,902.28,739.75,60.63,3351,95.7028,0.3218,F
2382,9,887.83,719.76,60.63,3661,89.2379,0.2816,F
2383,9,840.33,659.78,60.02,4735,56.4731,0.2524,F
2384,7,796.68,639.79,60.02,5486,56.4346,0.1395,F
2385,9,778.12,639.79,63.18,4286,57.7928,0.1389,F
2386,8,809.44,659.78,63.18,3985,67.1769,0.2118,F
2387,9,814.01,689.77,63.18,4106,74.7686,0.2457,F
2388,10,823.25,699.77,58.84,4192,59.4943,0.3573,F
2389,8,867.21,699.77,58.84,4976,65.1527,0.1802,F
2390,8,884.71,639.79,60.63,6349,56.3081,0.1766,F
2391,8,885.64,639.79,57.71,6979,60.1376,0.2117,F
2392,9,887.2,709.76,57.71,4674,74.5614,0.2113,F
2393,7,866.59,709.76,57.71,3840,79.6615,0.2164,F
2394,8,853.96,759.75,58.27,3212,71.2017,0.2484,F
2395,8,863.35,759.75,58.27,3547,64.2797,0.2457,F
2396,8,878.77,729.76,58.84,4523,79.15100000000001,0.2489,F
2397,8,888.14,729.76,58.84,3612,78.959,0.2463,F
2398,7,892.51,759.75,61.88,2759,90.1776,0.2451,F
2399,8,892.51,799.73,61.88,1797,93.2109,0.2451,F
2400,8,858.78,759.75,62.52,2751,90.9851,0.2547,F
2401,8,856.08,759.75,62.52,3364,89.6254,0.2478,F
2402,8,854.56,729.76,56.62,4866,57.8093,0.2482,F
2403,8,870.96,729.76,56.62,5258,47.6227,0.2512,F
2404,8,880.64,739.75,59.43,2677,72.0583,0.2484,F
2405,8,886.89,719.76,59.43,4283,66.5188,0.2467,F
2406,8,873.65,759.75,60.63,3330,87.8078,0.2428,F
2407,8,863.65,759.75,61.24,3974,89.9346,0.2456,F
2408,9,868.77,729.76,59.43,4807,67.0273,0.2518,F
2409,10,863.77,729.76,59.43,5302,81.6862,0.2533,F
2410,10,869.09,739.75,60.02,4013,84.1515,0.2517,F
2411,8,877.52,749.75,61.88,3491,91.9221,0.2493,F
2412,7,874.71,759.75,62.52,2942,97.6547,0.2501,F
2413,8,865.02,739.75,62.52,3459,97.745,0.2529,F
2414,9,866.59,729.76,56.62,3376,94.9941,0.2524,F
2415,10,878.77,729.76,56.62,3401,73.743,0.2489,F
2416,9,884.39,789.74,61.88,3061,85.691,0.2473,F
2417,10,853.96,659.78,61.88,3996,64.9149,0.2484,F
2418,10,848.81,659.78,61.24,3914,65.2274,0.2499,F
2419,8,865.47,789.74,64.54,1068,97.3783,0.2451,F
2420,8,863.46,789.74,65.24,814,97.1744,0.2533,F
2421,9,853.35,789.74,65.96,723,97.0954,0.2486,F
2422,8,850.01,789.74,65.96,915,86.2295,0.2422,F
2423,8,806.87,369.88,60.63,6308,49.4451,0.3187,F
2424,10,713.61,369.88,60.63,5969,57.6311,0.1797,F
2425,11,691.96,609.8,75.97,969,51.7028,0.141,F
2426,10,711.26,639.79,77.95,317,78.8644,0.3163,F
2427,9,755.27,659.78,69.79,774,78.2946,0.3136,F
2428,9,785.85,709.76,69.79,842,62.3515,0.1414,F
2429,9,761.91,589.8,68.99,1184,50.3378,0.1774,F
2430,11,715.76,479.84,50.02,10282,31.3849,0.1746,F
2431,9,785.02,479.84,50.02,14667,28.5744,0.1769,F
2432,8,915.36,739.75,53.59,5506,45.2234,0.2185,F
2433,9,896.26,799.73,56.62,2808,61.3248,0.2441,F
2434,9,866.68,699.77,62.52,1699,56.7393,0.1748,F
2435,8,878.77,769.74,60.63,2155,49.42,0.2134,F
2436,9,889.08,799.73,60.02,3117,39.0119,0.2109,F
2437,9,848.5,659.78,56.62,6456,25.5886,0.1786,F
2438,8,832.37,639.79,56.62,5356,32.8977,0.1413,F
2439,8,875.77,639.79,61.88,1642,75.7613,0.2422,F
2440,8,874.08,709.76,56.62,2383,47.2933,0.1788,F
2441,6,908.41,739.75,56.62,3144,41.285,0.2131,F
2442,7,976.92,759.75,54.07,3458,69.6356,0.1412,F
2443,5,999.31,809.73,54.07,2747,59.7743,0.1787,F
2444,7,956.92,809.73,55.57,2688,40.2158,0.1441,F
2445,8,944.69,849.72,58.27,1740,23.2184,0.3176,F
2446,7,926.02,729.76,58.84,1580,50.1899,0.14400000000000002,F
2447,8,906.15,729.76,58.84,1924,59.8753,0.17800000000000002,F
2448,9,787.31,589.8,58.84,2911,50.9447,0.1716,F
2449,11,633.79,559.81,75.03,616,49.3506,0.1403,F
2450,11,610.22,559.81,89.58,90,38.8889,0.2092,F
2451,11,613.84,539.82,89.58,205,16.5854,0.1733,F
2452,11,605.97,539.82,89.58,178,20.7865,0.2107,F
2453,10,607.03,559.81,89.58,204,14.7059,0.2454,F
2454,10,622.4,559.81,88.26,399,21.0526,0.2445,F
2455,10,651.6,569.81,85.74,241,37.3444,0.2442,F
2456,9,620.45,519.83,85.74,595,12.2689,0.1402,F
2457,8,656.06,519.83,68.99,972,38.1687,0.1418,F
2458,6,781.41,619.79,43.49,10278,62.4635,0.2133,F
2459,6,834.13,619.79,43.49,9174,78.5045,0.2116,F
2460,6,903.25,819.73,59.43,920,43.1522,0.1429,F
2461,7,942.69,839.72,59.43,1068,51.2172,0.1414,F
2462,7,970.37,879.71,56.62,562,62.8114,0.1777,F
2463,7,920.04,689.77,56.62,3443,16.352,0.1499,F
2464,7,904.39,689.77,55.06,4210,30.9501,0.1728,F
2465,7,888.45,379.87,57.71,4513,73.3437,0.3517,F
2466,10,840.93,379.87,57.71,17820,81.5544,0.3604,F
2467,6,912.92,759.75,55.06,2501,61.7753,0.1413,F
2468,6,920.66,829.72,55.06,1491,70.0201,0.1402,F
2469,7,853.05,759.75,63.85,532,16.3534,0.1421,F
2470,7,850.02,759.75,64.54,411,56.691,0.2139,F
2471,7,859.71,779.74,64.54,952,81.6176,0.2115,F
2472,7,843.84,789.74,65.24,624,83.4936,0.2091,F
2473,8,855.78,799.73,60.02,877,48.3466,0.2125,F
2474,8,881.58,799.73,60.02,1228,52.6059,0.1418,F
2475,8,888.14,809.73,60.63,1153,52.9055,0.1407,F
2476,6,902.28,809.73,57.16,1192,77.6846,0.2503,F
2477,8,909.05,349.88,55.57,10280,85.4669,0.1419,F
2478,7,949.35,349.88,55.57,9316,85.3693,0.1404,F
2479,5,958.3,849.72,56.62,947,73.3897,0.2159,F
2480,8,949.68,849.72,55.06,2337,50.4065,0.2542,F
2481,8,977.26,869.71,48.4,3400,72.2647,0.247,F
2482,8,961.75,799.73,48.4,4838,76.0232,0.2151,F
2483,8,926.02,799.73,55.06,3650,68.7123,0.21600000000000003,F
2484,6,929.69,809.73,55.06,3327,49.1734,0.251,F
2485,7,968.3,849.72,55.06,3155,43.5182,0.2493,F
2486,7,958.65,779.74,51.3,5773,36.4628,0.1799,F
2487,7,956.68,469.84,51.3,11679,43.7709,0.1394,F
2488,6,972.43,469.84,52.65,7301,61.471000000000004,0.1418,F
2489,8,985.39,889.7,55.57,1922,81.4776,0.145,F
2490,6,979.67,829.72,55.57,2111,32.7807,0.2552,F
2491,8,1003.59,829.72,46.89,6890,32.2642,0.2491,F
2492,8,974.85,859.71,46.89,6776,41.6913,0.1415,F
2493,6,972.43,859.71,55.57,2781,60.8414,0.2837,F
2494,8,987.53,809.73,53.12,2401,72.3449,0.217,F
2495,7,981.1,809.73,48.4,8527,39.7092,0.2184,F
2496,9,1006.45,839.72,48.4,8018,47.2312,0.2129,F
2497,9,988.24,809.73,52.65,4491,34.3131,0.253,F
2498,9,1001.59,809.73,51.3,4871,44.7136,0.2688,F
2499,9,965.23,799.73,51.3,5688,66.4909,0.1919,F
2500,6,960.71,799.73,53.12,3396,50.5006,0.2513,F
2501,7,971.74,879.71,56.62,1392,70.6178,0.2484,F
2502,7,947.02,869.71,57.16,1588,72.4811,0.2464,F
2503,8,921.95,799.73,50.02,4092,57.0137,0.14,F
2504,8,903.89,749.75,50.02,5755,43.3189,0.1428,F
2505,8,940.69,709.76,51.74,5930,24.688000000000002,0.1417,F
2506,9,759.21,549.82,56.62,2921,18.6922,0.2848,F
2507,9,666.52,549.82,56.09,3220,27.9193,0.1745,F
2508,10,786.13,579.81,51.74,9309,46.2885,0.1413,F
2509,9,900.99,739.75,51.74,5369,64.7607,0.2506,F
2510,9,912.28,799.73,56.62,3306,43.0127,0.1768,F
2511,9,937.02,839.72,57.16,2615,48.566,0.1423,F
2512,8,932.69,769.74,57.16,4948,10.1455,0.14300000000000002,F
2513,9,921.03,769.74,56.09,4393,12.8841,0.18100000000000002,F
2514,9,898.09,839.72,61.88,1028,66.2451,0.2155,F
2515,8,911.03,839.72,60.02,1179,55.5556,0.2561,F
2516,8,931.36,809.73,58.27,1446,60.3734,0.1432,F
2517,8,940.02,799.73,56.09,2206,34.8595,0.2128,F
2518,6,940.35,799.73,54.07,3600,41.7222,0.2836,F
2519,5,953.35,829.72,54.07,2763,64.1694,0.1748,F
2520,8,954.16,819.73,54.07,3484,24.9426,0.2168,F
2521,9,932.02,819.73,54.07,2253,39.9024,0.1788,F
2522,9,921.69,779.74,51.3,2841,75.5368,0.1447,F
2523,8,910.99,749.75,51.3,1880,65.6915,0.3541,F
2524,11,766.23,599.8,58.84,3095,25.105,0.1764,F
2525,12,664.89,599.8,78.97,133,50.3759,0.2099,F
2526,11,708.3,629.79,70.61,1259,15.2502,0.1377,F
2527,7,771.36,689.77,69.79,717,35.8438,0.1402,F
2528,6,810.59,769.74,68.2,491,76.5784,0.2115,F
2529,9,887.45,779.74,58.84,697,54.8063,0.2181,F
2530,10,945.2,839.72,57.71,1079,58.8508,0.2189,F
2531,9,847.07,679.77,57.71,2714,43.9573,0.2431,F
2532,8,802.51,679.77,66.69,1486,37.214,0.3461,F
2533,9,853.96,759.75,63.85,817,50.6732,0.3549,F
2534,8,896.48,819.73,58.84,886,59.4808,0.3598,F
2535,8,923.36,829.72,55.57,1465,49.4881,0.2166,F
2536,6,957.01,829.72,53.12,2469,36.614000000000004,0.1393,F
2537,7,998.24,839.72,53.12,2808,9.8647,0.2147,F
2538,5,1018.18,909.7,54.56,1008,41.9643,0.2546,F
2539,6,986.91,899.7,56.62,1489,22.4312,0.1398,F
2540,6,949.35,839.72,56.62,1361,32.5496,0.2107,F
2541,6,943.69,839.72,58.84,919,41.2405,0.1413,F
2542,5,887.2,759.75,60.63,949,27.0811,0.2113,F
2543,6,855.96,719.76,52.65,2905,49.8795,0.146,F
2544,6,870.02,719.76,52.65,3936,60.5945,0.2874,F
2545,6,827.15,739.75,61.88,745,48.5906,0.2073,F
2546,7,827.67,739.75,61.88,852,57.9812,0.1777,F
2547,7,824.73,739.75,63.85,1260,53.0952,0.1427,F
2548,6,840.9,739.75,65.24,1165,53.4764,0.2448,F
2549,7,826.49,709.76,63.18,1106,63.7432,0.1423,F
2550,8,813.44,729.76,63.18,1378,46.1538,0.1405,F
2551,6,842.75,769.74,62.52,1518,37.0883,0.1438,F
2552,7,883.14,809.73,61.24,1094,70.2011,0.1769,F
2553,8,896.8,809.73,61.24,1366,79.063,0.1439,F
2554,6,914.03,799.73,58.84,1944,84.2593,0.1823,F
2555,8,923.03,799.73,55.57,3298,38.3263,0.2528,F
2556,7,933.83,809.73,55.57,2702,37.0096,0.2585,F
2557,5,941.02,809.73,57.16,2659,30.5378,0.248,F
2558,8,956.23,829.72,57.16,3241,75.1003,0.2164,F
2559,8,931.69,829.72,58.27,1406,75.2489,0.1789,F
2560,8,936.35,859.71,55.57,1931,79.1818,0.17800000000000002,F
2561,6,919.69,769.74,55.57,3717,59.8332,0.1754,F
2562,7,919.05,769.74,52.65,3758,38.2384,0.1404,F
2563,9,968.64,709.76,48.4,7670,47.1578,0.1424,F
2564,9,810.94,369.88,48.4,13859,47.2184,0.2242,F
2565,8,703.52,509.83,48.02,16769,76.8382,0.2488,F
2566,8,796.96,509.83,58.27,11255,55.4154,0.244,F
2567,8,940.35,509.83,56.09,5705,97.844,0.1418,F
2568,8,974.5,889.7,56.09,1804,69.5122,0.2123,F
2569,6,929.69,799.73,57.16,2427,24.1038,0.2868,F
2570,6,911.03,799.73,58.27,1836,48.8562,0.2195,F
2571,8,923.56,799.73,58.27,3705,79.2713,0.2096,F
2572,7,906.79,799.73,58.27,2270,70.5727,0.2134,F
2573,8,915.5,829.72,52.19,3117,58.9028,0.2114,F
2574,8,919.69,839.72,58.84,1453,77.9766,0.1754,F
2575,7,933.02,829.72,57.16,1474,65.3324,0.2858,F
2576,7,930.69,829.72,57.71,2757,35.4008,0.2507,F
2577,8,824.73,319.89,57.71,10191,56.6676,0.2496,F
2578,9,750.8,319.89,58.27,8723,59.8877,0.2103,F
2579,8,731.81,369.88,59.43,8796,25.3752,0.1752,F
2580,8,776.13,369.88,45.82,12159,56.3369,0.2147,F
2581,7,870.96,619.79,45.82,7767,80.63600000000001,0.3229,F
2582,8,861.53,499.83,56.09,4244,27.7568,0.1407,F
2583,10,810.3,499.83,59.43,2607,51.4384,0.2116,F
2584,9,797.79,549.82,63.18,1918,37.122,0.3482,F
2585,8,817.44,549.82,63.18,2266,50.4413,0.1398,F
2586,10,831.49,789.74,68.99,219,49.7717,0.3537,F
2587,9,820.61,759.75,68.99,317,79.8107,0.3226,F
2588,9,817.37,759.75,68.99,362,93.0939,0.2879,F
2589,9,828.84,779.74,68.99,365,72.8767,0.1419,F
2590,9,842.37,779.74,63.85,784,94.5153,0.1746,F
2591,8,870.02,799.73,59.43,1594,63.0489,0.1437,F
2592,9,883.14,739.75,55.57,3515,44.2105,0.1415,F
2593,8,861.83,689.77,54.56,6494,23.7604,0.1758,F
2594,8,854.42,689.77,54.56,4279,34.8212,0.1377,F
2595,7,850.63,769.74,55.57,3224,47.4256,0.1425,F
2596,7,889.06,769.74,55.57,2880,66.8056,0.1451,F
2597,7,891.27,819.73,58.27,654,85.47399999999999,0.2805,F
2598,9,877.59,819.73,61.24,780,58.2051,0.3108,F
2599,8,887.12,809.73,61.24,646,67.8019,0.2909,F
2600,5,861.23,609.8,43.18,15007,72.4995,0.1407,F
2601,10,732.58,339.89,43.18,17777,50.5935,0.245,F
2602,8,721.81,339.89,65.96,2556,40.6886,0.1421,F
2603,7,832.08,689.77,61.88,1620,44.5679,0.2121,F
2604,8,887.83,769.74,61.24,1261,70.1031,0.1408,F
2605,8,897.83,819.73,61.24,851,70.5053,0.2785,F
2606,8,882.61,809.73,59.43,1533,58.1866,0.2924,F
2607,9,917.69,809.73,55.57,2589,64.5037,0.2179,F
2608,8,934.52,859.71,57.16,1709,62.5512,0.2583,F
2609,6,901.31,789.74,60.63,1001,60.04,0.2505,F
2610,5,893.57,789.74,58.84,2701,28.8412,0.1805,F
2611,7,921.31,789.74,59.43,1540,55.3896,0.1401,F
2612,8,934.69,819.73,58.27,1834,20.1745,0.2853,F
2613,8,903.57,819.73,58.27,1769,62.2951,0.2142,F
2614,8,886.27,809.73,57.71,2086,55.3691,0.2116,F
2615,8,844.42,619.79,57.71,4289,51.1541,0.1742,F
2616,8,829.72,619.79,58.84,2217,49.9774,0.1461,F
2617,8,927.02,729.76,55.06,2632,21.0486,0.2157,F
2618,7,949.35,809.73,53.12,5135,69.0944,0.1404,F
2619,7,984.84,809.73,50.86,7998,85.2088,0.1751,F
2620,6,993.95,849.72,50.86,4130,86.8039,0.1797,F
2621,7,963.82,889.7,53.12,2353,61.7085,0.1431,F
2622,7,942.69,869.71,57.16,1836,92.0479,0.2475,F
2623,7,941.69,829.72,54.56,2920,75.4795,0.177,F
2624,7,959.34,829.72,54.07,3101,36.8591,0.1797,F
2625,8,949.34,869.71,56.62,2403,30.2122,0.1816,F
2626,8,937.35,839.72,56.09,3881,29.142,0.1422,F
2627,7,975.19,839.72,54.07,4559,28.186,0.2475,F
2628,7,1008.95,889.7,53.59,2071,68.7108,0.2478,F
2629,7,975.19,729.76,48.02,8070,28.2032,0.1414,F
