,A,B,C,G,R,X6,X8,Class
4019,7,1124.43,899.7,39.49,8130,68.8684,0.1779,D
4020,9,1100.03,899.7,43.18,8852,51.9318,0.1818,D
4021,7,1180.48,999.67,43.18,6751,77.1738,0.221,D
4022,6,1235.95,999.67,42.87,7293,69.1622,0.2207,D
4023,5,1219.59,1079.64,43.81,2419,88.3836,0.2609,D
4024,8,1208.73,1029.66,44.13,5259,81.6505,0.2518,D
4025,7,1196.99,1049.65,44.13,5934,84.7321,0.2179,D
4026,6,1182.21,1049.65,47.26,3029,92.5058,0.2207,D
4027,7,1158.78,1009.66,46.53,4087,91.1182,0.2157,D
4028,7,1158.78,999.67,46.17,5369,92.6616,0.2517,D
4029,6,1210.96,999.67,45.47,3138,92.6386,0.2252,D
4030,7,1259.58,1119.63,41.97,4516,76.9708,0.2165,D
4031,6,1235.95,1099.63,41.97,4595,85.0272,0.1839,D
4032,6,1220.9,1099.63,45.13,3497,88.676,0.2137,D
4033,5,1240.02,1109.63,41.97,3583,66.2573,0.2454,D
4034,6,1233.68,1059.65,41.97,3567,79.002,0.2579,D
4035,6,1200.47,1029.66,46.17,3796,80.137,0.2173,D
4217,9,1193.08,1019.66,45.47,2555,70.9198,0.2915,D
4218,8,1175.86,1019.66,46.53,3724,93.0988,0.2835,D
4219,8,1209.16,1059.65,38.97,4666,81.3759,0.2877,D
4220,8,1189.17,1049.65,46.17,2011,76.4296,0.1828,D
4221,8,1164.83,999.67,46.89,2696,62.8338,0.2986,D
4222,8,1206.12,999.67,45.13,2887,79.3904,0.2884,D
4223,7,1215.68,1089.64,45.13,3087,81.4059,0.2861,D
4640,7,1073.87,969.68,51.3,951,73.5016,0.2149,D
4641,8,975.39,759.75,51.3,1548,55.8786,0.2197,D
4642,8,978.25,759.75,52.19,3015,50.9121,0.146,D
4643,9,983.47,759.75,50.02,10288,22.8227,0.2454,D
4644,9,855.47,749.75,50.02,5491,20.1967,0.3188,D
4645,9,891.58,749.75,55.57,3572,42.9451,0.2103,D
4646,9,941.02,799.73,55.57,3130,54.8562,0.1771,D
4647,9,978.64,809.73,52.19,4090,27.4572,0.2467,D
4648,8,969.68,789.74,52.19,5111,36.0986,0.2489,D
4649,9,943.48,789.74,54.56,4446,51.1246,0.2558,D
4650,9,1005.38,879.71,54.56,1984,78.4274,0.1776,D
4651,9,868.8,659.78,54.56,1731,50.4333,0.1395,D
4652,7,812.3,659.78,57.16,1476,82.3171,0.1759,D
4653,8,882.83,749.75,57.16,2628,69.102,0.1416,D
4654,9,892.61,749.75,57.71,3360,63.1845,0.1807,D
4655,8,930.69,829.72,55.57,2196,60.2914,0.1433,D
4656,9,887.83,759.75,55.57,1681,32.9566,0.2816,D
4657,7,893.76,759.75,58.84,1821,30.8622,0.2797,D
4658,8,966.82,829.72,52.19,3332,22.1188,0.2586,D
4659,7,1073.49,839.72,49.6,1619,51.6986,0.1791,D
4660,7,1000.02,789.74,49.6,2623,62.4476,0.1786,D
4661,9,950.02,789.74,49.2,5614,62.2195,0.1754,D
4662,10,1014.3,789.74,49.2,7735,56.5223,0.1761,D
4663,9,1026.32,889.7,52.65,1536,69.7266,0.1804,D
4848,8,900.01,699.77,55.06,2410,41.8257,0.2431,D
4849,9,733.09,589.8,55.57,4116,19.6064,0.1399,D
4850,8,712.84,589.8,58.84,4018,13.7631,0.1799,D
4851,7,802.23,659.78,58.84,1822,29.4182,0.1385,D
4852,8,778.39,679.77,62.52,2467,20.0243,0.1736,D
4853,7,865.34,699.77,58.84,1321,50.4921,0.1806,D
4854,7,943.35,869.71,58.84,750,90.5333,0.212,D
4855,7,880.33,719.76,61.24,1521,39.9737,0.1775,D
4856,6,892.61,719.76,60.63,1510,39.5364,0.2168,D
4857,6,957.68,889.7,58.84,787,82.2109,0.2088,D
4858,5,952.44,869.71,58.84,828,70.4106,0.2172,D
4859,6,969.68,899.7,58.27,533,76.1726,0.1778,D
4860,6,972.53,909.7,58.84,510,60.7843,0.1836,D
4861,7,960.71,779.74,57.71,1315,46.9962,0.1436,D
4862,8,900.01,769.74,57.71,1258,23.3704,0.1736,D
4863,8,881.27,769.74,63.85,728,74.5879,0.2128,D
